**Query #1**

| emp_id | emp_name | department | salary | join_date  | row_num |
| 17     | Raj      | Chennai    | 2700   | 2023-01-17 | 3              |
| 20     | Nisha    | Chennai    | 2600   | 2023-01-20 | 4              |
| 14     | Divya    | Chennai    | 2100   | 2023-01-14 | 5              |
| 5      | Priya    | Chennai    | 2000   | 2023-01-05 | 6              |
| 1      | Amit     | Chennai    | 2000   | 2023-01-01 | 6              |
| 18     | Simran   | Hyderabad  | 2000   | 2023-01-18 | 1              |
| 15     | Karthik  | Hyderabad  | 1900   | 2023-01-15 | 2              |
| 6      | Arjun    | Hyderabad  | 1800   | 2023-01-06 | 3              |
| 9      | Anjali   | Hyderabad  | 1700   | 2023-01-09 | 4              |
| 12     | Pooja    | Hyderabad  | 1600   | 2023-01-12 | 5              |
| 2      | Ravi     | Hyderabad  | 1500   | 2023-01-02 | 6              |

---
**Query #19**

| emp_id | emp_name | department | salary | join_date  | dense_rank_num |
| ------ | -------- | ---------- | ------ | ---------- | -------------- |
| 20     | Nisha    | Chennai    | 2600   | 2023-01-20 | 1              |
| 19     | Deepak   | Bangalore  | 2500   | 2023-01-19 | 2              |
| 18     | Simran   | Hyderabad  | 2000   | 2023-01-18 | 3              |
| 17     | Raj      | Chennai    | 2700   | 2023-01-17 | 4              |
| 16     | Meena    | Bangalore  | 2300   | 2023-01-16 | 5              |
| 15     | Karthik  | Hyderabad  | 1900   | 2023-01-15 | 6              |
| 14     | Divya    | Chennai    | 2100   | 2023-01-14 | 7              |
| 13     | Manoj    | Bangalore  | 2400   | 2023-01-13 | 8              |
| 12     | Pooja    | Hyderabad  | 1600   | 2023-01-12 | 9              |
| 11     | Suresh   | Chennai    | 2800   | 2023-01-11 | 10             |
| 10     | Rahul    | Bangalore  | 2600   | 2023-01-10 | 11             |
| 9      | Anjali   | Hyderabad  | 1700   | 2023-01-09 | 12             |
| 8      | Vikas    | Chennai    | 3000   | 2023-01-08 | 13             |
| 7      | Neha     | Bangalore  | 2200   | 2023-01-07 | 14             |
| 6      | Arjun    | Hyderabad  | 1800   | 2023-01-06 | 15             |
| 5      | Priya    | Chennai    | 2000   | 2023-01-05 | 16             |
| 4      | Kiran    | Bangalore  | 2500   | 2023-01-04 | 17             |
| 3      | Sneha    | Chennai    | 3000   | 2023-01-03 | 18             |
| 2      | Ravi     | Hyderabad  | 1500   | 2023-01-02 | 19             |
| 1      | Amit     | Chennai    | 2000   | 2023-01-01 | 20             |

---
**Query #20**

| emp_id | emp_name | department | salary | join_date  | dense_rank_num |
| ------ | -------- | ---------- | ------ | ---------- | -------------- |
| 3      | Sneha    | Chennai    | 3000   | 2023-01-03 | 1              |
| 8      | Vikas    | Chennai    | 3000   | 2023-01-08 | 1              |
| 11     | Suresh   | Chennai    | 2800   | 2023-01-11 | 2              |
| 17     | Raj      | Chennai    | 2700   | 2023-01-17 | 3              |
| 20     | Nisha    | Chennai    | 2600   | 2023-01-20 | 4              |
| 10     | Rahul    | Bangalore  | 2600   | 2023-01-10 | 4              |
| 4      | Kiran    | Bangalore  | 2500   | 2023-01-04 | 5              |
| 19     | Deepak   | Bangalore  | 2500   | 2023-01-19 | 5              |
| 13     | Manoj    | Bangalore  | 2400   | 2023-01-13 | 6              |
| 16     | Meena    | Bangalore  | 2300   | 2023-01-16 | 7              |
| 7      | Neha     | Bangalore  | 2200   | 2023-01-07 | 8              |
| 14     | Divya    | Chennai    | 2100   | 2023-01-14 | 9              |
| 5      | Priya    | Chennai    | 2000   | 2023-01-05 | 10             |
| 18     | Simran   | Hyderabad  | 2000   | 2023-01-18 | 10             |
| 1      | Amit     | Chennai    | 2000   | 2023-01-01 | 10             |
| 15     | Karthik  | Hyderabad  | 1900   | 2023-01-15 | 11             |
| 6      | Arjun    | Hyderabad  | 1800   | 2023-01-06 | 12             |
| 9      | Anjali   | Hyderabad  | 1700   | 2023-01-09 | 13             |
| 12     | Pooja    | Hyderabad  | 1600   | 2023-01-12 | 14             |
| 2      | Ravi     | Hyderabad  | 1500   | 2023-01-02 | 15             |

---
**Query #21**

| emp_id | emp_name | department | salary | join_date  | dense_rank_num |
| ------ | -------- | ---------- | ------ | ---------- | -------------- |
| 10     | Rahul    | Bangalore  | 2600   | 2023-01-10 | 1              |
| 19     | Deepak   | Bangalore  | 2500   | 2023-01-19 | 2              |
| 4      | Kiran    | Bangalore  | 2500   | 2023-01-04 | 2              |
| 13     | Manoj    | Bangalore  | 2400   | 2023-01-13 | 3              |
| 16     | Meena    | Bangalore  | 2300   | 2023-01-16 | 4              |
| 7      | Neha     | Bangalore  | 2200   | 2023-01-07 | 5              |
| 3      | Sneha    | Chennai    | 3000   | 2023-01-03 | 1              |
| 8      | Vikas    | Chennai    | 3000   | 2023-01-08 | 1              |
| 11     | Suresh   | Chennai    | 2800   | 2023-01-11 | 2              |
| 17     | Raj      | Chennai    | 2700   | 2023-01-17 | 3              |
| 20     | Nisha    | Chennai    | 2600   | 2023-01-20 | 4              |
| 14     | Divya    | Chennai    | 2100   | 2023-01-14 | 5              |
| 5      | Priya    | Chennai    | 2000   | 2023-01-05 | 6              |
| 1      | Amit     | Chennai    | 2000   | 2023-01-01 | 6              |
| 18     | Simran   | Hyderabad  | 2000   | 2023-01-18 | 1              |
| 15     | Karthik  | Hyderabad  | 1900   | 2023-01-15 | 2              |
| 6      | Arjun    | Hyderabad  | 1800   | 2023-01-06 | 3              |
| 9      | Anjali   | Hyderabad  | 1700   | 2023-01-09 | 4              |
| 12     | Pooja    | Hyderabad  | 1600   | 2023-01-12 | 5              |
| 2      | Ravi     | Hyderabad  | 1500   | 2023-01-02 | 6              |

---
**Query #22**

| emp_id | emp_name | department | salary | join_date  | dense_rank_num |
| ------ | -------- | ---------- | ------ | ---------- | -------------- |
| 2      | Ravi     | Hyderabad  | 1500   | 2023-01-02 | 1              |
| 12     | Pooja    | Hyderabad  | 1600   | 2023-01-12 | 2              |
| 9      | Anjali   | Hyderabad  | 1700   | 2023-01-09 | 3              |
| 6      | Arjun    | Hyderabad  | 1800   | 2023-01-06 | 4              |
| 15     | Karthik  | Hyderabad  | 1900   | 2023-01-15 | 5              |
| 1      | Amit     | Chennai    | 2000   | 2023-01-01 | 6              |
| 5      | Priya    | Chennai    | 2000   | 2023-01-05 | 6              |
| 18     | Simran   | Hyderabad  | 2000   | 2023-01-18 | 6              |
| 14     | Divya    | Chennai    | 2100   | 2023-01-14 | 7              |
| 7      | Neha     | Bangalore  | 2200   | 2023-01-07 | 8              |
| 16     | Meena    | Bangalore  | 2300   | 2023-01-16 | 9              |
| 13     | Manoj    | Bangalore  | 2400   | 2023-01-13 | 10             |
| 4      | Kiran    | Bangalore  | 2500   | 2023-01-04 | 11             |
| 19     | Deepak   | Bangalore  | 2500   | 2023-01-19 | 11             |
| 20     | Nisha    | Chennai    | 2600   | 2023-01-20 | 12             |
| 10     | Rahul    | Bangalore  | 2600   | 2023-01-10 | 12             |
| 17     | Raj      | Chennai    | 2700   | 2023-01-17 | 13             |
| 11     | Suresh   | Chennai    | 2800   | 2023-01-11 | 14             |
| 8      | Vikas    | Chennai    | 3000   | 2023-01-08 | 15             |
| 3      | Sneha    | Chennai    | 3000   | 2023-01-03 | 15             |

---
**Query #23**

| emp_id | emp_name | department | salary | join_date  | dense_rank_num |
| ------ | -------- | ---------- | ------ | ---------- | -------------- |
| 4      | Kiran    | Bangalore  | 2500   | 2023-01-04 | 1              |
| 7      | Neha     | Bangalore  | 2200   | 2023-01-07 | 2              |
| 10     | Rahul    | Bangalore  | 2600   | 2023-01-10 | 3              |
| 13     | Manoj    | Bangalore  | 2400   | 2023-01-13 | 4              |
| 16     | Meena    | Bangalore  | 2300   | 2023-01-16 | 5              |
| 19     | Deepak   | Bangalore  | 2500   | 2023-01-19 | 6              |
| 1      | Amit     | Chennai    | 2000   | 2023-01-01 | 1              |
| 3      | Sneha    | Chennai    | 3000   | 2023-01-03 | 2              |
| 5      | Priya    | Chennai    | 2000   | 2023-01-05 | 3              |
| 8      | Vikas    | Chennai    | 3000   | 2023-01-08 | 4              |
| 11     | Suresh   | Chennai    | 2800   | 2023-01-11 | 5              |
| 14     | Divya    | Chennai    | 2100   | 2023-01-14 | 6              |
| 17     | Raj      | Chennai    | 2700   | 2023-01-17 | 7              |
| 20     | Nisha    | Chennai    | 2600   | 2023-01-20 | 8              |
| 2      | Ravi     | Hyderabad  | 1500   | 2023-01-02 | 1              |
| 6      | Arjun    | Hyderabad  | 1800   | 2023-01-06 | 2              |
| 9      | Anjali   | Hyderabad  | 1700   | 2023-01-09 | 3              |
| 12     | Pooja    | Hyderabad  | 1600   | 2023-01-12 | 4              |
| 15     | Karthik  | Hyderabad  | 1900   | 2023-01-15 | 5              |
| 18     | Simran   | Hyderabad  | 2000   | 2023-01-18 | 6              |

---
**Query #24**

| emp_id | emp_name | department | salary | join_date  | dense_rank_num |
| ------ | -------- | ---------- | ------ | ---------- | -------------- |
| 1      | Amit     | Chennai    | 2000   | 2023-01-01 | 1              |
| 2      | Ravi     | Hyderabad  | 1500   | 2023-01-02 | 2              |
| 3      | Sneha    | Chennai    | 3000   | 2023-01-03 | 3              |
| 4      | Kiran    | Bangalore  | 2500   | 2023-01-04 | 4              |
| 5      | Priya    | Chennai    | 2000   | 2023-01-05 | 5              |
| 6      | Arjun    | Hyderabad  | 1800   | 2023-01-06 | 6              |
| 7      | Neha     | Bangalore  | 2200   | 2023-01-07 | 7              |
| 8      | Vikas    | Chennai    | 3000   | 2023-01-08 | 8              |
| 9      | Anjali   | Hyderabad  | 1700   | 2023-01-09 | 9              |
| 10     | Rahul    | Bangalore  | 2600   | 2023-01-10 | 10             |
| 11     | Suresh   | Chennai    | 2800   | 2023-01-11 | 11             |
| 12     | Pooja    | Hyderabad  | 1600   | 2023-01-12 | 12             |
| 13     | Manoj    | Bangalore  | 2400   | 2023-01-13 | 13             |
| 14     | Divya    | Chennai    | 2100   | 2023-01-14 | 14             |
| 15     | Karthik  | Hyderabad  | 1900   | 2023-01-15 | 15             |
| 16     | Meena    | Bangalore  | 2300   | 2023-01-16 | 16             |
| 17     | Raj      | Chennai    | 2700   | 2023-01-17 | 17             |
| 18     | Simran   | Hyderabad  | 2000   | 2023-01-18 | 18             |
| 19     | Deepak   | Bangalore  | 2500   | 2023-01-19 | 19             |
| 20     | Nisha    | Chennai    | 2600   | 2023-01-20 | 20             |
